site,link,title
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",#," , "
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/politics/,Politics
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/opinions/,Opinions
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/sports/,Sports
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/local/,Local
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/national/,National
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/section/t-magazine,T Magazine
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/section/realestate,Real Estate
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html,G.O.P. Ends Senate Filibuster for Justices
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html,‘Nuclear Option’ to Break Democrats’ Blockade on Gorsuch
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html?hp&target=comments#commentsContainer,
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/filibuster-senate-republicans.html,Fallout: The Senate Will Survive
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html,
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html,
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/interactive/2017/04/06/us/politics/gorsuch-supreme-court-vote.html,How Each Senator Voted
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/world/middleeast/us-said-to-weigh-military-responses-to-syrian-chemical-attack.html,U.S. Weighs Military Action After Chemical Attack in Syria
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/world/middleeast/us-said-to-weigh-military-responses-to-syrian-chemical-attack.html?hp&target=comments#commentsContainer,
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/dept/entertainment,"ENTERTAINMENT
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/entertainment,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/comedy,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/celebrity,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/tv,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/arts,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/news/backspace/,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/news/movies/,"
"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,/lifestyle.html,Lifestyle
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,/world.html,World
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,/shows.html,On Air
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/tillerson-says-coalition-forming-to-target-assad-trump-hearing-military-options.html,"'STEPS ARE UNDER WAY',Coalition forming to target Syria's Assad: Sec. of State Tillerson "
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/tillerson-says-coalition-forming-to-target-assad-trump-hearing-military-options.html," ,
	"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/world/2017/02/25/syria-opposition-on-same-tack-as-us-on-terrorism-iran.html,"Syria opposition on same tack as US on terrorism, Iran"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/world/2017/04/06/syria-s-secret-caves-serve-as-hospitals-in-final-lifeline-to-save-victims.html,Syria’s secret caves serve as hospitals in a final lifeline to save victims
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://video.foxnews.com/v/5388170590001/,VIDEO: Tillerson: Important that Russia reconsider support of Assad
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/politifact-retracts-mostly-true-ruling-that-us-removed-100-percent-syrias-chemical-weapons.html,PolitiFact retracts 'mostly true' ruling that US removed '100 percent' of Syria's chemical weapons
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/republicans-go-nuclear-bust-through-democratic-filibuster-on-gorsuch.html#&_intcmp=hpbt3,"
		,
		, ,
		"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/gorsuch-vote-tracker.html, See how your senators voted
"CNN - Breaking News, Latest News and Videos",/entertainment,
"CNN - Breaking News, Latest News and Videos",/entertainment/celebrities,Stars
"CNN - Breaking News, Latest News and Videos",/entertainment/movies,Screen
"CNN - Breaking News, Latest News and Videos",/entertainment/tv-shows,Binge
"CNN - Breaking News, Latest News and Videos",/entertainment/culture,Culture
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/media,Media
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology,
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology/business,Business
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology/culture,Culture
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology/gadgets,Gadgets
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology/future,Future
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology/startups,Startups
"News, sport and opinion from the Guardian's US edition | The Guardian",#maincontent,Skip to main content
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/politics,Politics
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/investigations,Investigations
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/health,Health
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach,MACH
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/tech,Tech
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/science,Science
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/better,BETTER
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/,World
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/business/,Business
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/business/technology/,Tech
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/lifestyle/,Lifestyle
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/entertainment/,Entertainment
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/,Video
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://jobs.washingtonpost.com/,Jobs
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/world/middleeast/chemical-attack-syria.html,"Sarin Used in Syria Chemical Attack, Turkey Says"
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/world/middleeast/sarin-nerve-agent.html,What Is Sarin? An Explainer
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/world/middleeast/syrian-father-buries-children.html,
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/world/middleeast/syrian-father-buries-children.html,‘I Buried My Own Children’: A Syrian Father’s Grief
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/trump-russia-cia-john-brennan.html,C.I.A. Had Early Evidence of Russian Effort to Help Trump
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/us/politics/national-security-council-stephen-bannon.html,"Sidelined on Security Council, Bannon Sees Role Diminish"
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/devin-nunes-house-intelligence-committee-russia.html,Nunes to Step Aside From House Russia Investigation
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/devin-nunes-house-intelligence-committee-russia.html?hp&target=comments#commentsContainer,
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/devin-nunes-house-intelligence-committee-russia.html,
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/dept/lifestyle,"LIFESTYLE
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/healthy-living,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/travel,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/style,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/taste,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/huffpost-home,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/topic/relationships,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/news/sleep--wellness/,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/dept/impact,"IMPACT
"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/opinion/2017/04/06/gregg-jarrett-time-to-say-goodbye-to-senate-filibuster-forever-and-for-everything.html, Time to say goodbye to the Senate filibuster forever and for everything
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxbusiness.com/politics/2017/04/05/gorsuch-supreme-court-nuclear-showdown-financial-cases-hang-in-balance.html,Gorsuch nuclear showdown: Financial cases hang in balance
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/senators-agree-damage-over-gorsuch-fight-could-be-irreparable.html,Senators agree damage over Gorsuch fight could be 'irreparable'
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/opinion/2017/04/06/gorsuch-hysteria-on-left-heres-real-reason-why-democrats-have-been-so-partisan-about-trumps-pick.html,OPINION: Real reason Dems have been partisan about Gorsuch
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/live-coverage/gorsuch-confirmation,
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/us/2017/04/06/holly-bobo-murder-trial-jury-selection-begins-after-months-delays.html,"
		,
		, ,
		"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/us/2015/06/03/death-penalty-sought-for-3-in-holly-bobo-case.html,FLASHBACK: Death penalty sought for 3 in Holly Bobo case
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://video.foxnews.com/v/5387862196001/,VIDEO: Jury selection being in Holly Bobo's murder case
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/world/2017/04/06/how-world-war-changed-world-forever.html,"
		,
		, ,
		"
"CNN - Breaking News, Latest News and Videos",/style,
"CNN - Breaking News, Latest News and Videos",/style/fashion,Fashion
"CNN - Breaking News, Latest News and Videos",/style/design,Design
"CNN - Breaking News, Latest News and Videos",/style/architecture,Architecture
"CNN - Breaking News, Latest News and Videos",/style/arts,Arts
"CNN - Breaking News, Latest News and Videos",/style/autos,Autos
"CNN - Breaking News, Latest News and Videos",/style/luxury,Luxury
"CNN - Breaking News, Latest News and Videos",/travel,Travel
"CNN - Breaking News, Latest News and Videos",/specials/travel/best-of-travel,Best of Travel
"CNN - Breaking News, Latest News and Videos",/specials/travel/sleep-eats,Sleeps + Eats
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us,"
,
,
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://membership.theguardian.com/us/supporter?INTCMP=mem_us_web_newheader_trapezoid,"
Become a ,
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us,"
news
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/commentisfree,"
opinion
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/sport,"
sport
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/culture,"
arts
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/lifeandstyle,"
life
"
"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us,"
,
headlines
"
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture,Pop Culture
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/lifestyle,Lifestyle
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business,Business
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/weather,Weather
