site,link,title
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/opinions/,Opinions
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/sports/,Sports
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/local/,Local
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/national/,National
"CNN - Breaking News, Latest News and Videos",/specials/politics/congress-capitol-hill,Congress
"CNN - Breaking News, Latest News and Videos",/specials/politics/us-security,Security
"CNN - Breaking News, Latest News and Videos",/specials/politics/supreme-court-nine,The Nine
"CNN - Breaking News, Latest News and Videos",/specials/politics/trumpmerica,Trumpmerica
"CNN - Breaking News, Latest News and Videos",//money.cnn.com,
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/data/markets/,Markets
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology/,Tech
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/media/,Media
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/pf/,Personal Finance
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/luxury/,Luxury
"CNN - Breaking News, Latest News and Videos",/opinions,Opinion
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/nightly-news, Nightly News
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.msnbc.com,MSNBC
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/meet-the-press, Meet the Press
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/dateline, Dateline
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com,Today
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/pages/search,
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",https://www.facebook.com/sharer/sharer.php?u=http://www.nbcnews.com%2F,"
                                      ,
                                  "
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/topic/so-that-happened,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/dept/entertainment,"ENTERTAINMENT
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/entertainment,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/comedy,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/celebrity,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/tv,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/arts,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/news/backspace/,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/news/movies/,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/dept/lifestyle,"LIFESTYLE
"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/06/ryan-on-obamacare-overhaul-real-progress-being-made.html,Ryan on ObamaCare overhaul: 'Real progress' being made
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/us/2017/04/08/1-dead-2-wounded-after-shooting-at-fitness-center-in-south-florida-mall.html,"
		,
		, ,
		"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/us/2017/04/08/2-inmates-charged-with-killing-4-in-south-carolina-prison.html,2 inmates charged with killing 4 in South Carolina prison
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/08/in-georgia-race-republicans-battle-as-democrat-chases-upset.html,"
		,
		, ,
		"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/03/29/trumps-first-ballot-tests-loom-in-house-elections.html,Trump's first ballot tests loom in House elections
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/opinion/2017/03/21/for-gop-domino-effect-on-health-and-taxes.html,"OPINION: For GOP, a domino effect on health and taxes"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/08/sessions-warns-that-overhaul-baltimore-police-may-result-in-less-safe-city.html,"
		,
		, ,
		"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/03/sessions-orders-review-ferguson-style-police-reform-deals.html,Sessions orders review of Ferguson-style police reform deals
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/us/2017/04/08/manhunt-for-wisconsin-suspect-wanted-for-stealing-guns-threatening-politicians.html?intcmp=latestnews,
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/08/trump-congratulates-us-military-in-syria-missile-strike-including-female-navy-commander.html?intcmp=latestnews,Trump congratulates US military in Syria missile strike
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://fxn.ws/2pev009,Activists: Civilians among 21 killed in US-led Syria strikes
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://fxn.ws/2nsLdmd,North Korea calls US strikes on Syria 'unforgivable'
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://fxn.ws/2pcv8NW,Expert: Watch to see if Kim Jong-Un goes into hiding
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/interactive/2017/04/07/us/politics/congress-quotes-on-syria-airstrikes.html,Where Top Lawmakers Stand on Syria: Now and in 2013
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/08/world/asia/china-xi-jinping-president-trump-xinhua.html,"After Xi Leaves U.S., Chinese Media Criticize Strike"
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/08/us/politics/us-islamic-state-syria.html,U.S.-Led Force Reduces Attacks on ISIS in Syria
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/07/us/white-house-kushner-bannon-military-strike.html,Trump Warns Bannon and Kushner to ‘Work This Out’
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/us/politics/stephen-bannon-white-house.html,"In a House Divided, Bannon’s Feud With Kushner Escalates"
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/08/business/china-trade-solar-panels.html,How China Came to Dominate the Solar Power Industry
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/video/world/europe/100000005033063/everything-indicates-terror-attack-in-stockholm.html,"
    ,
"
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/08/world/europe/stockholm-truck-attack-arrest.html,Arrest in Stockholm Attack: ‘We Think He Is the Driver’
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/08/world/asia/myanmar-aung-san-suu-kyi-first-year.html,"Myanmar’s Leader, Once Lauded as a Hero, Faces Dismay"
"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/video/the-daily-360,The Daily 360
"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/video/style/100000005024359/salone-de-mobile-milan-furniture-fair-2017-360.html,"
    ,
"
"The New York Times - Breaking News, World News & Multimedia",/video/the-daily-360,"
        ,
    "
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/,World
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/business/,Business
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/business/technology/,Tech
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/lifestyle/,Lifestyle
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/entertainment/,Entertainment
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/posttv/,Video
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://jobs.washingtonpost.com/,Jobs
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/classifieds/,Classifieds
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/sf/brand-connect/brand-studio/,WP BrandStudio
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",#,
" Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://subscribe.washingtonpost.com/loginregistration/index.html," , "
"CNN - Breaking News, Latest News and Videos",/specials/opinion/opinion-politics,Political Op-Eds
"CNN - Breaking News, Latest News and Videos",/specials/opinion/opinion-social-issues,Social Commentary
"CNN - Breaking News, Latest News and Videos",/health,Health
"CNN - Breaking News, Latest News and Videos",/specials/health/diet-fitness,Diet + Fitness
"CNN - Breaking News, Latest News and Videos",/specials/health/living-well,Living Well
"CNN - Breaking News, Latest News and Videos",/specials/living/cnn-parents,Parenting + Family
"CNN - Breaking News, Latest News and Videos",/entertainment,
"CNN - Breaking News, Latest News and Videos",/entertainment/celebrities,Stars
"CNN - Breaking News, Latest News and Videos",/entertainment/movies,Screen
"CNN - Breaking News, Latest News and Videos",/entertainment/tv-shows,Binge
"CNN - Breaking News, Latest News and Videos",/entertainment/culture,Culture
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/media,Media
"CNN - Breaking News, Latest News and Videos",//money.cnn.com/technology,
"News, sport and opinion from the Guardian's US edition | The Guardian",#maincontent,Skip to main content
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",https://twitter.com/intent/tweet?text=NBC%20News%20-%20Breaking%20News%20%26%20Top%20Stories%20-%20Latest%20World%2C%20US%20%26%20Local%20News&url=http://www.nbcnews.com%2F&via=nbcnews,"
                                      ,
                                  "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News","mailto:?subject=Check%20this%20out%20on%20NBCNews.com&body=Hi%20–%0A%0AWhen%20I%20saw%20this%20on%20NBCNews.com,%20I%20thought%20you'd%20find%20it%20interesting:%0ANBC%20News%20-%20Breaking%20News%20%26%20Top%20Stories%20-%20Latest%20World%2C%20US%20%26%20Local%20News%0Ahttp%3A%2F%2Fwww.nbcnews.com/%3Fcid%3Deml_onsite%0AIf%20you%20get%20a%20chance,%20let%20me%20know%20what%20you%20think%20of%20it.%20Thanks!","
                                      ,
                                  "
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news,U.S.
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/world,World
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/news/us-news/nbc-affiliates-n19981,Local
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/politics,Politics
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/investigations,Investigations
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/health,Health
"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/mach,MACH
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/healthy-living,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/travel,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/style,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/taste,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/section/huffpost-home,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/topic/relationships,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/news/sleep--wellness/,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/dept/impact,"IMPACT
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/topic/reclaim,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/topic/project-zero,"
"
Breaking News and Opinion on The Huffington Post | The Huffington Post,http://ryot.huffingtonpost.com/,"
"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/world/2017/04/08/us-navy-aircraft-carrier-reverses-course-heads-back-toward-korean-peninsula.html?intcmp=latestnews,"US Navy aircraft carrier reverses course, heads back toward Korean peninsula"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/politics/2017/04/08/navy-says-t-45-jets-grounded-indefinitely-following-fox-news-exclusive.html?intcmp=latestnews,"NAVY says T-45 jets grounded indefinitely, following Fox News exclusive"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/world/2017/04/08/swedish-officials-identify-stockholm-terror-attack-suspect-as-uzbek-native-39.html?intcmp=latestnews,"Swedish officials identify Stockholm terror attack suspect as Uzbek native, 39"
Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/world/2017/04/08/stockholm-terror-attack-suspect-reportedly-posted-isis-videos-on-facebook.html?intcmp=latestnews,Suspect reportedly posted ISIS videos online
